Strict	SPARK	Signif	GeneID	HGNC	CytoBand	ExACpLI	gnomADpLI	LoFOvsE	LOEUF	LOEUFbin	SynOvsE	sHet	Frisk	FriskRank	forecASD	SFARICategory	SFARIScore	SFARIScore201908	DDDCategory	DDDAllelic	DDDMutCons	DDDOrgan
x	x	.	ENSG00000196876	SCN8A	12q13.13	1.0000e+00	1.0000e+00	6.1954e-02	1.3000e-01	0	9.0031e-01	0.223922948350611	0.354665262184463	3252	0.666	Rare Single Gene Mutation, Syndromic	1	3	confirmed	monoallelic	loss of function|dominant negative	Brain/Cognition
x	.	.	ENSG00000182287	AP1S2	Xp22.2	7.9261e-01	8.6702e-01	0.0000e+00	4.5400e-01	2	1.1221e+00	0.212858556331049	0.386075620997724	2799	0.064	.	.	.	confirmed	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000007372	PAX6	11p13	9.9881e-01	9.9975e-01	3.5553e-02	1.6900e-01	0	1.1142e+00	0.188235260885367	0.0521513357939629	17576	0.238	.	.	.	confirmed	monoallelic	loss of function|uncertain	Brain/Cognition,Eye
x	.	.	ENSG00000118971	CCND2	12p13.32	9.4900e-01	9.8658e-01	0.0000e+00	2.2900e-01	0	8.8593e-01	0.294485169920974	0.272563003264822	5036	0.304	.	.	.	confirmed	monoallelic	activating	Skeleton,Brain/Cognition
x	.	.	ENSG00000077721	UBE2A	Xq24	7.9814e-01	8.1500e-01	0.0000e+00	5.3700e-01	2	8.9119e-01	0.206706002836634	0.152204444629707	9482	0.096	.	.	.	confirmed	hemizygous	loss of function	Brain/Cognition
.	.	.	ENSG00000102383	ZDHHC15	Xq13.3	8.9664e-01	8.3968e-01	1.3515e-01	4.2500e-01	2	1.0078e+00	0.0975682956342654	0.249775616719693	5745	0.062	.	.	.	possible	x-linked dominant	loss of function	Brain/Cognition
x	x	.	ENSG00000181555	SETD2	3p21.31	9.9999e-01	1.0000e+00	1.3162e-01	2.0600e-01	0	9.7353e-01	0.0774209007760215	0.717628831907567	459	0.932	Rare Single Gene Mutation, Syndromic	1	3	probable	monoallelic	loss of function	Skeleton,Endocrine/Metabolic,Brain/Cognition
x	x	.	ENSG00000038382	TRIO	5p15.2	1.0000e+00	1.0000e+00	8.8725e-02	1.3900e-01	0	1.0433e+00	0.186234756655534	0.438800339090114	2220	0.982	Rare Single Gene Mutation, Syndromic	1	2	probable	monoallelic	uncertain	Brain/Cognition
x	.	.	ENSG00000063244	U2AF2	19q13.43	9.9719e-01	9.9960e-01	0.0000e+00	1.3300e-01	0	1.1349e+00	.	0.323751660390473	3821	0.304	.	.	.	probable	monoallelic	all missense/in frame	
x	x	.	ENSG00000008086	CDKL5	Xp22.13	9.9779e-01	9.9932e-01	8.7497e-02	2.2600e-01	0	1.0518e+00	0.0173373173631139	0.215778412742886	6912	0.604	Rare Single Gene Mutation, Syndromic	1	.	confirmed	x-linked dominant	loss of function	Brain/Cognition
x	.	.	ENSG00000106571	GLI3	7p14.1	9.9999e-01	9.9999e-01	9.2871e-02	1.9500e-01	0	1.1247e+00	0.283747073343665	0.101544375900773	12432	0.338	.	.	.	confirmed	monoallelic	loss of function	Endocrine,Skeleton,Brain/Cognition
x	.	.	ENSG00000099365	STX1B	16p11.2	9.4447e-01	9.8766e-01	5.6564e-02	2.6800e-01	1	9.5462e-01	0.105962532793383	0.144213673837646	9828	0.492	.	.	.	probable	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000180573	HIST1H2AC	6p22.2	5.9918e-01	5.9640e-01	0.0000e+00	1.0330e+00	5	2.5629e+00	0.042128941332797	0.230134624158852	6402	0.012	.	.	.	probable	monoallelic	loss of function	
x	.	.	ENSG00000141867	BRD4	19p13.12	9.9999e-01	1.0000e+00	0.0000e+00	4.8000e-02	0	1.2493e+00	0.271599747068636	0.527658676777272	1450	0.602	Rare Single Gene Mutation, Syndromic	3	4	probable	monoallelic	loss of function	Bone Marrow/Immune,Skeleton,Brain/Cognition
x	.	.	ENSG00000167552	TUBA1A	12q13.12	8.3654e-01	9.6654e-01	6.6872e-02	3.1700e-01	1	1.1014e+00	0.0976606391605983	0.428137926138737	2337	0.708	.	.	.	confirmed	monoallelic	loss of function|all missense/in frame	Brain/Cognition
x	.	.	ENSG00000131462	TUBG1	17q21.31	9.7592e-01	1.2882e-01	2.6205e-01	5.1700e-01	2	9.9152e-01	0.124676606528426	0.199345317656311	7511	0.432	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition
.	.	.	ENSG00000112531	QKI	6q26	9.6316e-01	7.5121e-01	1.6916e-01	4.3700e-01	2	1.1373e+00	0.238212731234793	0.709543576568466	492	0.33	.	.	.	possible	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000136450	SRSF1	17q22	9.9199e-01	9.8268e-01	0.0000e+00	2.4200e-01	0	1.0430e+00	0.253691037322628	0.389854126345307	2759	0.331210191082803	.	.	.	probable	monoallelic	loss of function	
x	.	.	ENSG00000163848	ZNF148	3q21.2	9.3227e-01	9.9997e-01	0.0000e+00	1.0300e-01	0	1.0106e+00	0.0855046035660178	0.68819479387147	588	0.626	.	.	.	probable	monoallelic	loss of function	
x	.	.	ENSG00000197111	PCBP2	12q13.13	9.8703e-01	9.9617e-01	4.8006e-02	2.2800e-01	0	1.0187e+00	0.116733298627827	0.366557542785788	3058	0.466	.	.	.	probable	monoallelic	loss of function	
x	.	.	ENSG00000124479	NDP	Xp11.3	6.4383e-01	6.5042e-01	0.0000e+00	8.7600e-01	4	1.2076e+00	0.194029761824042	0.0555981259920377	16127	0.202	.	.	.	confirmed	hemizygous	loss of function	Brain/Cognition,Eye
x	.	.	ENSG00000079482	OPHN1	Xq12	9.9945e-01	9.9985e-01	3.3915e-02	1.6100e-01	0	9.7830e-01	0.326183954209222	0.147149469304083	9699	0.532	Rare Single Gene Mutation, Syndromic	2	3	confirmed	hemizygous	loss of function	Face,Brain/Cognition
.	.	.	ENSG00000131931	THAP1	8p11.21	8.9917e-01	8.0123e-01	1.0308e-01	4.8900e-01	2	8.9951e-01	0.283740513514792	0.185347201699666	8080	0.066	.	.	.	both RD and IF	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000101882	NKAP	Xq24	9.9551e-01	9.9735e-01	0.0000e+00	1.7200e-01	0	9.1369e-01	0.309358282565298	0.242874119121947	5986	0.09	.	.	.	probable	hemizygous	all missense/in frame	Skeleton,Brain/Cognition
x	.	.	ENSG00000147140	NONO	Xq13.1	9.9395e-01	9.9350e-01	5.1527e-02	2.4400e-01	0	9.4598e-01	0.299369978150293	0.535668980663054	1395	0.472	.	.	.	probable	hemizygous	loss of function	Brain/Cognition,Heart/Cardiovasculature/Lymphatic
.	.	.	ENSG00000001497	LAS1L	Xq12	8.9210e-01	9.9955e-01	3.7645e-02	1.7900e-01	0	9.6238e-01	0.080388534849251	0.204024334797258	7350	0.374	.	.	.	possible	hemizygous	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000137693	YAP1	11q22.1	9.9855e-01	9.9918e-01	4.0080e-02	1.9000e-01	0	1.0512e+00	0.336011440835836	0.237655080614888	6167	0.192	.	.	.	probable	monoallelic	loss of function	Kidney Renal Tract,Face,Brain/Cognition,Eye,Ear
x	.	.	ENSG00000147416	ATP6V1B2	8p21.3	9.9145e-01	9.9154e-01	1.2529e-01	2.8700e-01	1	1.1288e+00	0.0795898618554749	0.670571183660852	663	0.308	.	.	.	probable	monoallelic	dominant negative	Teeth & Dentitian,Skin,Brain/Cognition
x	x	.	ENSG00000213281	NRAS	1p13.2	9.1277e-01	4.9009e-01	1.9445e-01	6.1200e-01	3	9.9774e-01	0.284522061176196	0.349624270449136	3339	0.178	.	.	.	confirmed	monoallelic	activating	Skin,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000156515	HK1	10q22.1	5.5573e-01	9.1459e-01	1.8533e-01	3.3400e-01	1	9.3783e-01	0.0269907380030306	0.551630782975828	1289	0.186	.	.	.	probable	monoallelic	loss of function	
x	.	.	ENSG00000087258	GNAO1	16q13	9.8429e-01	9.8963e-01	5.5101e-02	2.6100e-01	0	8.9965e-01	0.220317706062653	0.83923651943998	59	0.232	.	.	.	confirmed	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000108312	UBTF	17q21.31	1.0000e+00	1.0000e+00	0.0000e+00	6.0000e-02	0	1.1323e+00	0.457784608352752	0.579823223891544	1106	0.248	.	.	.	probable	monoallelic	activating	Brain/Cognition
x	.	.	ENSG00000187605	TET3	2p13.1	9.9994e-01	1.0000e+00	1.8143e-02	8.6000e-02	0	1.0637e+00	0.434003256508194	0.616722714951149	898	0.47682119205298	.	.	.	probable	biallelic|monoallelic	loss of function	Brain/Cognition|
x	.	.	ENSG00000164690	SHH	7q36.3	9.1296e-01	9.8258e-01	0.0000e+00	2.4200e-01	0	1.1376e+00	0.267793171872679	0.0720998551498319	14394	0.088	.	.	.	confirmed	monoallelic	cis-regulatory or promotor mutation|uncertain|loss of function	Teeth & Dentitian,Face,Brain/Cognition,Eye
x	.	.	ENSG00000132639	SNAP25	20p12.2	9.5981e-01	9.8653e-01	0.0000e+00	2.2900e-01	0	6.2100e-01	0.304274455966186	0.712464721456011	478	0.546	Rare Single Gene Mutation, Genetic Association	3	4	probable	monoallelic	all missense/in frame	Brain/Cognition
.	.	.	ENSG00000125352	RNF113A	Xq24	8.2212e-01	8.8873e-01	0.0000e+00	4.2000e-01	1	8.7223e-01	0.272255477952567	0.262725828996138	5340	0.118	.	.	.	possible	hemizygous	loss of function	Skin,Skeleton,Brain/Cognition
x	.	.	ENSG00000101464	PIGU	20q11.22	8.1307e-01	1.9003e-05	5.2244e-01	8.6500e-01	4	1.0705e+00	0.105937396609971	0.331641326224037	3675	0.04	.	.	.	probable	monoallelic	all missense/in frame	Skeleton,Brain/Cognition
x	.	.	ENSG00000143614	GATAD2B	1q21.3	9.9859e-01	9.9998e-01	0.0000e+00	9.7000e-02	0	1.0141e+00	0.37754684636047	0.657729723393142	715	0.592	.	.	.	confirmed	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000198793	MTOR	1p36.22	1.0000e+00	1.0000e+00	1.2599e-01	1.8500e-01	0	9.5969e-01	0.123711458527481	0.315971529043075	3990	0.326	Rare Single Gene Mutation, Syndromic, Functional	2S	3S	confirmed	monoallelic	all missense/in frame	Face,Brain/Cognition
x	.	.	ENSG00000006283	CACNA1G	17q21.33	1.0000e+00	1.0000e+00	1.3277e-01	2.1100e-01	0	9.5059e-01	0.0207958477401669	0.193760320461651	7736	0.712	Rare Single Gene Mutation, Syndromic, Genetic Association	3	4	possible|probable	biallelic|monoallelic	loss of function	Brain/Cognition|
x	.	.	ENSG00000142178	SIK1	21q22.3	9.9383e-01	9.3716e-01	1.6222e-01	3.4100e-01	1	9.9304e-01	0.160599997268224	0.265547867799724	5246	0.392	.	.	.	confirmed	monoallelic	activating	Brain/Cognition
x	.	.	ENSG00000133818	RRAS2	11p15.2	6.7425e-01	9.7463e-01	0.0000e+00	2.6400e-01	0	7.8021e-01	0.0720936606060101	0.409249152847057	2548	0.026	.	.	.	confirmed	monoallelic	activating	Skeleton,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000134323	MYCN	2p24.3	9.1386e-01	8.8897e-01	8.6748e-02	4.1200e-01	1	1.1835e+00	0.291768135331211	0.331962024999422	3669	0.444	.	.	.	confirmed	monoallelic	loss of function	Skeleton,Brain/Cognition,GI tract,Ear
x	.	.	ENSG00000102100	SLC35A2	Xp11.23	7.8053e-01	7.1792e-01	1.1786e-01	5.5900e-01	2	1.0418e+00	.	0.204051909659409	7348	0.004	.	.	.	confirmed	x-linked dominant	loss of function	Endocrine/Metabolic,Brain/Cognition
.	.	.	ENSG00000169083	AR	Xq12	9.9491e-01	9.8837e-01	1.1254e-01	2.9100e-01	1	1.0882e+00	.	0.106086201142657	12105	0.416	Genetic Association	3	4	both RD and IF	hemizygous	dominant negative|loss of function	Endocrine/Metabolic,Brain/Cognition,Genitalia
x	.	.	ENSG00000046651	OFD1	Xp22.2	9.8289e-01	9.5968e-01	1.7119e-01	3.2200e-01	1	1.0556e+00	0.0113863136611069	0.202119410483023	7421	0.02	Rare Single Gene Mutation	3	4	confirmed	x-linked dominant|hemizygous	loss of function	Kidney Renal Tract,Face,Skeleton,Brain/Cognition
.	.	.	ENSG00000090061	CCNK	14q32.2	9.9714e-01	9.9980e-01	3.4844e-02	1.6500e-01	0	1.1298e+00	0.248729184408207	0.2131556487556	7008	0.038	Syndromic	S	S	possible	monoallelic	loss of function	Face,Brain/Cognition
.	.	.	ENSG00000188786	MTF1	1p34.3	9.9139e-01	9.6897e-01	1.5244e-01	3.2100e-01	1	9.5264e-01	0.111495179887586	0.3149064649018	4007	0.286	Syndromic, Genetic Association	3	4	possible	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000165704	HPRT1	Xq26.2-q26.3	9.1689e-01	9.3728e-01	0.0000e+00	3.4000e-01	1	5.9052e-01	0.242797174551622	0.352091320588671	3294	0.226	.	.	.	confirmed	hemizygous	loss of function	Endocrine/Metabolic,Brain/Cognition
x	.	.	ENSG00000188706	ZDHHC9	Xq26.1	8.8544e-01	7.3749e-01	1.5225e-01	4.7900e-01	2	1.1971e+00	0.0993972542454965	0.402619906880784	2618	0.014	.	.	.	confirmed	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000102103	PQBP1	Xp11.23	5.9284e-01	7.8935e-01	1.0518e-01	4.9900e-01	2	9.5834e-01	0.163055202593326	0.363049579800947	3120	0.02	.	.	.	confirmed	hemizygous	loss of function	Brain/Cognition,Eye,Genitalia
x	.	.	ENSG00000131263	RLIM	Xq13.2	9.9177e-01	9.9301e-01	5.2048e-02	2.4700e-01	0	1.2627e+00	0.325025617818842	0.428421020435423	2331	0.468	.	.	.	probable	hemizygous	all missense/in frame	Brain/Cognition,Genitalia
x	.	.	ENSG00000112290	WASF1	6q21	9.1437e-01	9.9757e-01	4.5346e-02	2.1500e-01	0	8.3630e-01	0.052689142659708	0.497351866658088	1668	0.631929046563193	Syndromic	S	S	probable	monoallelic	loss of function	Brain/Cognition
.	.	.	ENSG00000102158	MAGT1	Xq21.1	8.8737e-01	9.6138e-01	6.8697e-02	3.2600e-01	1	1.0821e+00	0.0331186656540447	0.0760216279591024	14116	0.002	.	.	.	possible	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000185129	PURA	5q31.3	8.4510e-01	9.4029e-01	0.0000e+00	3.3500e-01	1	1.5266e+00	0.267126740771349	0.22629011481144	6536	0.45	.	.	.	confirmed	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000185624	P4HB	17q25.3	9.6851e-01	9.9662e-01	4.7252e-02	2.2400e-01	0	1.1153e+00	0.244659620571601	0.272573746921937	5035	0.074	.	.	.	probable	monoallelic	all missense/in frame	Face,Skeleton,Brain/Cognition,Eye
.	.	.	ENSG00000198719	DLL1	6q27	9.9905e-01	9.9999e-01	0.0000e+00	9.5000e-02	0	1.2271e+00	0.337429679626528	0.164284701521815	8963	0.802	Rare Single Gene Mutation, Syndromic	3S	.	possible	monoallelic	loss of function	Brain/Cognition
x	x	.	ENSG00000165186	PTCHD1	Xp22.11	9.4705e-01	9.8224e-01	5.9913e-02	2.8400e-01	1	1.0239e+00	0.21116385674693	0.42365999422512	2400	0.732558139534884	Rare Single Gene Mutation, Genetic Association	1	2	confirmed	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000147180	ZNF711	Xq21.1	9.8939e-01	9.7887e-01	9.6964e-02	3.0500e-01	1	9.6834e-01	0.29865284696497	0.831763001063462	81	0.212	.	.	.	confirmed	hemizygous	loss of function	Brain/Cognition
x	x	.	ENSG00000115904	SOS1	2p22.1	1.0000e+00	1.0000e+00	6.6728e-02	1.4000e-01	0	9.9192e-01	0.0326760308198516	0.585855599106192	1072	0.092	.	.	.	confirmed	monoallelic	activating	Skin,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000147100	SLC16A2	Xq13.2	9.3435e-01	9.8828e-01	0.0000e+00	2.2300e-01	0	8.8202e-01	0.183301849765365	0.111899289162311	11666	0.458	.	.	.	confirmed	hemizygous	loss of function	Endocrine/Metabolic,Brain/Cognition
x	.	.	ENSG00000147155	EBP	Xp11.23	8.5863e-01	9.3645e-01	0.0000e+00	3.4200e-01	1	9.8819e-01	0.250667180102127	0.37027029449311	3007	0.01	.	.	.	confirmed	x-linked dominant	loss of function	Skeleton,Brain/Cognition
x	.	.	ENSG00000005483	KMT2E	7q22.3	1.0000e+00	1.0000e+00	1.2722e-02	6.0000e-02	0	1.1770e+00	0.54777244120536	0.618461163333561	892	0.618	Rare Single Gene Mutation, Syndromic, Genetic Association	2S	3	confirmed	monoallelic	loss of function	Skeleton,Brain/Cognition
x	.	.	ENSG00000155961	RAB39B	Xq28	7.1520e-01	8.2529e-01	0.0000e+00	5.2000e-01	2	8.5276e-01	0.215911201840266	0.293347887144788	4472	0.148	Rare Single Gene Mutation	3	4	confirmed	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000156298	TSPAN7	Xp11.4	8.6995e-01	7.4577e-01	1.1288e-01	5.3500e-01	2	1.0354e+00	0.228000949151289	0.784773653681179	206	0.044	Rare Single Gene Mutation	3	4	confirmed	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000043355	ZIC2	13q32.3	.	9.7362e-01	0.0000e+00	2.6700e-01	0	1.3740e+00	.	0.0906421348843009	13204	0.112	.	.	.	confirmed	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000008056	SYN1	Xp11.3-p11.23	8.7953e-01	9.9216e-01	5.2904e-02	2.5100e-01	0	8.2604e-01	0.114625495975738	0.167173091205077	8834	0.652	Rare Single Gene Mutation, Functional	3	4	probable	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000182872	RBM10	Xp11.3	9.9991e-01	1.0000e+00	2.3218e-02	1.1000e-01	0	9.7707e-01	0.39163032510314	0.638730871915707	793	0.694	.	.	.	probable	hemizygous	loss of function	Face,Brain/Cognition
x	.	.	ENSG00000115758	ODC1	2p25.1	9.5080e-01	1.6966e-01	2.5836e-01	5.4300e-01	2	1.1171e+00	0.108037808539571	0.4351101553825	2255	0.07	.	.	.	probable	monoallelic	loss of function	
x	.	.	ENSG00000136238	RAC1	7p22.1	5.7240e-01	7.6228e-01	1.4827e-01	4.6700e-01	2	8.2921e-01	0.0126518324631506	0.753047675279787	317	0.0969827586206897	.	.	5	probable	monoallelic	all missense/in frame	Endocrine/Metabolic,Brain/Cognition,Genitalia
x	.	.	ENSG00000156531	PHF6	Xq26.2	9.7240e-01	9.9784e-01	0.0000e+00	1.6600e-01	0	1.0965e+00	0.0808957421909388	0.568535249384768	1181	0.47	.	.	.	confirmed	hemizygous	loss of function	Face,Brain/Cognition
x	.	.	ENSG00000169306	IL1RAPL1	Xp21.3-p21.2	9.9689e-01	9.9886e-01	4.1528e-02	1.9700e-01	0	1.0008e+00	0.329078125280859	0.174823614783208	8485	0.494	Rare Single Gene Mutation	3	4	confirmed	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000103769	RAB11A	15q22.31	9.8322e-01	9.9151e-01	0.0000e+00	2.0900e-01	0	1.0731e+00	0.204772720936288	0.477493067595415	1834	0.0787234042553192	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition
.	x	.	ENSG00000143622	RIT1	1q22	6.6681e-01	1.3281e-01	2.8201e-01	6.4500e-01	3	9.8233e-01	0.105534675759273	0.214387155928968	6966	0.086	.	.	.	confirmed	monoallelic	activating	Face,Skeleton
x	.	.	ENSG00000131653	TRAF7	16p13.3	4.6065e-01	2.1819e-02	2.7579e-01	4.5600e-01	2	1.1418e+00	0.0333492650429754	0.160656385892505	9123	0.12	Rare Single Gene Mutation, Syndromic	3S	4S	probable|confirmed	monoallelic	all missense/in frame	Multisystem,Brain/Cognition,Heart/Cardiovasculature/Lymphatic|Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	x	.	ENSG00000174775	HRAS	11p15.5	7.9410e-03	7.9774e-02	3.5846e-01	9.2600e-01	5	1.3961e+00	0.00614411474590757	0.153685360250999	9420	0.036	Rare Single Gene Mutation, Syndromic, Genetic Association	1	4	confirmed	monoallelic	activating	Skin,Face,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000106462	EZH2	7q36.1	9.9999e-01	1.0000e+00	4.6301e-02	1.4600e-01	0	1.1244e+00	0.418662053260497	0.378566615620425	2894	0.386	.	.	.	confirmed	monoallelic	all missense/in frame	Skeleton,Brain/Cognition
x	.	.	ENSG00000113575	PPP2CA	5q31.1	9.8551e-01	9.8930e-01	5.5359e-02	2.6300e-01	0	1.2326e+00	0.226753658188064	0.539171071330297	1371	0.394	Syndromic	S	S	probable	monoallelic	loss of function	Brain/Cognition
.	x	.	ENSG00000108061	SHOC2	10q25.2	9.9171e-01	9.9946e-01	0.0000e+00	1.3800e-01	0	9.0193e-01	0.23243607809439	0.695504648137851	558	0.196	.	.	.	confirmed	monoallelic	activating	Skin,Skeleton,Multisystem
x	x	.	ENSG00000213639	PPP1CB	2p23.2	9.9719e-01	9.9912e-01	0.0000e+00	1.4700e-01	0	8.4764e-01	0.247215411548444	0.60378469331715	979	0.614	.	.	.	confirmed	monoallelic	all missense/in frame	Multisystem,Hair/Nails,Brain/Cognition,Heart/Cardiovasculature/Lymphatic
x	.	.	ENSG00000059573	ALDH18A1	10q24.1	8.5593e-01	8.1212e-04	3.2624e-01	5.1900e-01	2	9.5284e-01	0.0320501910899936	0.347028721265585	3381	0.152	.	.	.	confirmed	monoallelic|biallelic	dominant negative|loss of function|activating	Skin,Skeleton,Brain/Cognition|
x	.	.	ENSG00000074266	EED	11q14.2	9.9767e-01	9.9929e-01	3.9445e-02	1.8700e-01	0	1.0175e+00	0.353225648261397	0.223746177246547	6632	0.308	.	.	.	probable	monoallelic	all missense/in frame	
x	.	.	ENSG00000149970	CNKSR2	Xp22.12	9.9975e-01	9.9996e-01	7.1670e-02	1.8500e-01	0	8.3469e-01	0.145077281642682	0.257423059501089	5508	0.51	Rare Single Gene Mutation, Syndromic	2S	3S	probable	hemizygous	loss of function	Brain/Cognition
x	.	.	ENSG00000109132	PHOX2B	4p13	8.5079e-01	9.3755e-01	0.0000e+00	3.4000e-01	1	1.1660e+00	0.235673626674429	0.0892008148948264	13285	0.26	.	.	.	confirmed	monoallelic	uncertain	Endocrine/Metabolic,Brain/Cognition,GI tract
x	.	.	ENSG00000152977	ZIC1	3q24	8.2522e-01	9.3378e-01	7.6697e-02	3.6400e-01	1	1.3240e+00	0.0928576744114825	0.118831452144524	11181	0.116	.	.	.	confirmed	monoallelic	activating	
.	.	.	ENSG00000169918	OTUD7A	15q13.3	9.7460e-01	9.5249e-01	1.5816e-01	3.3300e-01	1	1.0498e+00	0.0170428264474972	0.056855050634228	16022	0.3	Rare Single Gene Mutation, Functional	2	3	possible	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000076716	GPC4	Xq26.2	9.4848e-01	9.2613e-01	1.1675e-01	3.6800e-01	1	9.2540e-01	0.114407832867461	0.0850385001464922	13648	0.112	Rare Single Gene Mutation	2	3	confirmed	hemizygous	loss of function	Skeleton,Brain/Cognition,Ear
.	x	.	ENSG00000104936	DMPK	19q13.32	3.3081e-02	3.8339e-02	2.8359e-01	5.1200e-01	2	1.1990e+00	0.0215267889028561	0.17246916286742	8598	0.07	Rare Single Gene Mutation, Syndromic	1	.	confirmed	monoallelic	dominant negative	Musculature,Endocrine/Metabolic,Eye
x	.	.	ENSG00000158290	CUL4B	Xq24	9.9985e-01	1.0000e+00	0.0000e+00	8.5000e-02	0	1.0628e+00	0.365646969467148	0.706000367361212	509	0.4	.	.	.	confirmed	hemizygous	loss of function	Brain/Cognition,Genitalia
.	.	.	ENSG00000085185	BCORL1	Xq26.1	9.8179e-01	9.9999e-01	4.8329e-02	1.5200e-01	0	9.2815e-01	0.10153213766578	0.309146476860753	4124	0.528	.	.	.	possible	hemizygous	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000101901	ALG13	Xq23	9.9758e-01	9.9998e-01	5.0979e-02	1.6000e-01	0	1.0771e+00	0.0752753523222435	0.307660384844739	4153	0.014	.	.	.	probable	x-linked dominant	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000164588	HCN1	5p12	9.5314e-01	9.9989e-01	5.7498e-02	1.8100e-01	0	1.2086e+00	0.0699065311837907	0.131765131196177	10463	0.516	.	.	.	confirmed	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000123560	PLP1	Xq22.2	9.0296e-01	9.2845e-01	0.0000e+00	3.5500e-01	1	1.0266e+00	0.252831247326728	0.369716915381064	3013	0.12	.	.	.	confirmed	hemizygous	loss of function|uncertain	Brain/Cognition
x	.	.	ENSG00000181541	MAB21L2	4q31.3	8.0378e-01	4.3769e-01	2.1254e-01	5.4900e-01	2	8.1842e-01	0.107038090456929	0.088879910420305	13320	0.044	.	.	.	confirmed	biallelic|monoallelic	loss of function|activating	Skeleton,Brain/Cognition,Eye
x	.	.	ENSG00000185920	PTCH1	9q22.32	1.0000e+00	1.0000e+00	1.5809e-02	7.5000e-02	0	1.2513e+00	0.0943862453438086	0.504171051744322	1604	0.124	.	.	.	confirmed	monoallelic	uncertain|loss of function	Skin,Brain/Cognition
x	.	.	ENSG00000179364	PACS2	14q32.33	9.9932e-01	9.9583e-01	1.4875e-01	2.7900e-01	1	1.1091e+00	0.140632946101048	0.34375572166783	3441	0.088	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000117682	DHDDS	1p36.11	7.0470e-01	2.4533e-01	2.4279e-01	5.1000e-01	2	8.5843e-01	0.0788470897276171	0.274857835211033	4966	0.028	.	.	.	probable	monoallelic	all missense/in frame	Brain/Cognition
x	.	.	ENSG00000173898	SPTBN2	11q13.2	9.9998e-01	9.9268e-05	2.6809e-01	3.5700e-01	1	1.0298e+00	0.0589925886197623	0.254102691918317	5613	0.726	.	.	.	probable|confirmed	monoallelic|biallelic	dominant negative|loss of function	Brain/Cognition|
.	.	.	ENSG00000170370	EMX2	10q26.11	9.4176e-01	9.5070e-01	0.0000e+00	3.1600e-01	1	9.2262e-01	0.302894341388927	0.20084887059349	7469	0.074	.	.	.	possible	monoallelic	loss of function	Brain/Cognition
x	.	.	ENSG00000058272	PPP1R12A	12q21.2-q21.31	9.9918e-01	1.0000e+00	5.0147e-02	1.3000e-01	0	9.8218e-01	0.0330905766619393	0.805791935249824	136	0.58	.	.	.	probable	monoallelic	loss of function	Brain/Cognition,Genitalia
x	.	.	ENSG00000095139	ARCN1	11q23.3	9.9985e-01	9.9997e-01	0.0000e+00	1.0100e-01	0	1.0110e+00	0.382778993040005	0.156067868061968	9312	0.188	.	.	.	probable	monoallelic	loss of function	Skeleton,Brain/Cognition
x	.	.	ENSG00000131979	GCH1	14q22.2	9.4249e-01	9.0292e-01	8.3843e-02	3.9800e-01	1	1.1608e+00	0.297327389876442	0.114432843614956	11485	0.008	.	.	.	confirmed	biallelic|monoallelic	uncertain	Endocrine/Metabolic,Brain/Cognition
x	.	.	ENSG00000065526	SPEN	1p36.21-p36.13	1.0000e+00	1.0000e+00	3.1010e-02	7.1000e-02	0	1.0144e+00	0.300480096876603	0.745302280279095	346	0.892778993435449	Rare Single Gene Mutation	2	3	probable	monoallelic	loss of function	
