Curated	Known	Ascertainment	GeneID	HGNC	EntrezID	CytoBand	ExACpLI	LOEUFbin	Arisk	ForecASD	ASDdnSignif	ASDNDDdnSignif	SFARICategory	SFARIScore	DDDCategory	DDDAllelic	DDDMutCons	DDDOrgan	dnLoFCase	dnLoFMegaCase	dnDmisCase	dnLoFControl	dnDmisControl	pAllEnrichMeta	pMisCombMeta	pDenovoWESTMeta	Filter	Par	Trans	NonTrans	TransUnaff	NonTransUnaff	TDTStat	pTDT	AllCase	AllCaseRate	NRCase	NRCaseRate	NREuroCase	NREuroCaseRate	NRControl	NRControlRate	NREuroControl	NREuroControlRate	pPCC	FullCase	FullCaseInherit	FullCaseRate	UnrelCase	UnrelCaseInherit	UnrelCaseRate	gnomADexome	gnomADexomeRate	gnomADexomepCC	gnomADexomepTDTCC	gnomADexomepTDTCCdnWEST	gnomADexomepMegaCC	gnomADexomeNonNeuro	gnomADexomeNonNeuroRate	gnomADexomeNonNeuropCC	gnomADexomeNonNeuropTDTCC	gnomADexomeNonNeuropTDTCCdnWEST	gnomADexomeNonNeuropMegaCC	gnomADexomeNonNeuroEuro	gnomADexomeNonNeuroEuroRate	gnomADexomeNonNeuroEuropCC	gnomADexomeNonNeuroEuropTDTCC	gnomADexomeNonNeuroEuropTDTCCdnWEST	gnomADexomeNonNeuroEuropMegaCC	gnomADgenome	gnomADgenomeRate	gnomADgenomepCC	gnomADgenomepTDTCC	gnomADgenomepTDTCCdnWEST	gnomADgenomepMegaCC	gnomADgenomeNonNeuro	gnomADgenomeNonNeuroRate	gnomADgenomeNonNeuropCC	gnomADgenomeNonNeuropTDTCC	gnomADgenomeNonNeuropTDTCCdnWEST	gnomADgenomeNonNeuropMegaCC	gnomADgenomeNonNeuroEuro	gnomADgenomeNonNeuroEuroRate	gnomADgenomeNonNeuroEuropCC	gnomADgenomeNonNeuroEuropTDTCC	gnomADgenomeNonNeuroEuropTDTCCdnWEST	gnomADgenomeNonNeuroEuropMegaCC	TopMed	TopMedRate	TopMedpCC	TopMedpTDTCC	TopMedpTDTCCdnWEST	TopMedpMegaCC
.	.	Denovo	ENSG00000141519	CCDC40	55036	17q25.3	6.32159262183706e-11	4	0.302328891434202	0.008	.	.	.	.	confirmed	biallelic	loss of function		3	0	0	0	0	8.41E-04	0.33	8.41E-04	RareLoFpExt0.1	51	34	23	9	11	1.45698559277155	0.09	28	1.59	27	1.71	21	1.90	18	1.27	12	1.12	0.2074316	63	34	1.77	59	31	1.84	144	1.15	0.05	0.03	3.71E-04	3.30E-03	129	1.24	0.11	0.05	6.60E-04	0.01	58	1.30	0.11	0.05	6.56E-04	.	99	1.30	0.10	0.05	6.13E-04	0.01	93	1.38	0.15	0.07	8.87E-04	0.03	51	1.60	0.24	0.11	1.31E-03	.	174	1.31	0.09	0.05	5.70E-04	8.61E-03
.	.	Denovo	ENSG00000141519	CCDC40	55036	17q25.3	6.32159262183706e-11	4	0.302328891434202	0.008	.	.	.	.	confirmed	biallelic	loss of function		3	0	0	0	0	8.41E-04	0.33	8.41E-04	URLoFpExt0.1	44	29	21	7	9	1.13137084989848	0.16	24	1.37	24	1.52	18	1.63	16	1.13	10	0.93	0.2264764	53	29	1.49	50	26	1.56	123	0.98	0.05	0.05	5.48E-04	7.17E-03	110	1.06	0.09	0.08	9.41E-04	0.02	54	1.21	0.19	0.14	1.75E-03	.	81	1.06	0.06	0.06	6.86E-04	0.01	75	1.11	0.09	0.08	9.28E-04	0.03	34	1.06	0.08	0.07	8.14E-04	.	153	1.16	0.10	0.08	9.85E-04	0.02
.	.	Denovo	ENSG00000050344	NFE2L3	9603	7p15.2	1.09962052794343e-07	7	0.142110621057197	0.198	.	.	Rare Single Gene Mutation	2	.	.	.	.	2	1	2	1	0	2.90E-05	0.02	2.90E-05	AllLoFpExt0.1	88	50	50	17	17	0	0.54	47	2.68	41	2.59	27	2.45	41	2.90	27	2.52	0.7327656	99	50	2.78	83	41	2.59	305	2.43	0.83	0.81	9.84E-04	0.90	248	2.38	0.80	0.79	9.53E-04	0.86	79	1.76	0.34	0.49	4.62E-04	.	237	3.11	0.88	0.83	1.03E-03	0.93	207	3.07	0.86	0.82	1.01E-03	0.92	74	2.31	0.44	0.58	5.74E-04	.	439	3.32	0.95	0.85	1.10E-03	0.98
.	.	Denovo	ENSG00000050344	NFE2L3	9603	7p15.2	1.09962052794343e-07	7	0.142110621057197	0.198	.	.	Rare Single Gene Mutation	2	.	.	.	.	2	1	2	1	0	2.90E-05	0.02	2.90E-05	RareLoFpExt0.1	88	50	50	17	17	0	0.54	47	2.68	41	2.59	27	2.45	41	2.90	27	2.52	0.7327656	99	50	2.78	83	41	2.59	305	2.43	0.83	0.81	9.84E-04	0.90	248	2.38	0.80	0.79	9.53E-04	0.86	79	1.76	0.34	0.49	4.62E-04	.	237	3.11	0.88	0.83	1.03E-03	0.93	207	3.07	0.86	0.82	1.01E-03	0.92	74	2.31	0.44	0.58	5.74E-04	.	383	2.89	0.77	0.78	9.19E-04	0.83
.	.	Denovo	ENSG00000050344	NFE2L3	9603	7p15.2	1.09962052794343e-07	7	0.142110621057197	0.198	.	.	Rare Single Gene Mutation	2	.	.	.	.	2	1	2	1	0	2.90E-05	0.02	2.90E-05	URLoFpExt0.1	56	30	34	11	14	-0.5	0.73	34	1.94	30	1.90	18	1.63	28	1.98	16	1.49	0.6175388	66	30	1.85	55	24	1.72	184	1.46	0.44	0.68	7.39E-04	0.66	155	1.49	0.47	0.71	7.91E-04	0.70	52	1.16	0.37	0.62	6.35E-04	.	133	1.75	0.37	0.63	6.44E-04	0.57	113	1.68	0.30	0.55	5.42E-04	0.47	42	1.31	0.26	0.51	4.78E-04	.	201	1.52	0.15	0.35	2.97E-04	0.23
.	.	Denovo	ENSG00000105357	MYH14	79784	19q13.33	0.999847921380196	1	0.0554199283009781	0.012	.	.	.	.	.	.	.	.	0	0	7	0	0	0.03	4.60E-03	4.60E-03	AllLoFpExt0.1	20	11	11	6	1	0	0.58	9	0.51	7	0.44	6	0.54	10	0.71	9	0.84	0.8857055	20	10	0.56	16	8	0.50	44	0.35	0.53	0.67	0.15	0.35	33	0.32	0.45	0.61	0.14	0.25	20	0.45	0.58	0.71	0.16	.	49	0.64	0.87	0.85	0.21	0.85	43	0.64	0.87	0.85	0.21	0.84	18	0.56	0.61	0.72	0.17	.	59	0.45	0.58	0.70	0.16	0.40
.	.	Denovo	ENSG00000105357	MYH14	79784	19q13.33	0.999847921380196	1	0.0554199283009781	0.012	.	.	.	.	.	.	.	.	0	0	7	0	0	0.03	4.60E-03	4.60E-03	RareLoFpExt0.1	20	11	11	6	1	0	0.58	9	0.51	7	0.44	6	0.54	10	0.71	9	0.84	0.8857055	20	10	0.56	16	8	0.50	44	0.35	0.53	0.67	0.15	0.35	33	0.32	0.45	0.61	0.14	0.25	20	0.45	0.58	0.71	0.16	.	49	0.64	0.87	0.85	0.21	0.85	43	0.64	0.87	0.85	0.21	0.84	18	0.56	0.61	0.72	0.17	.	59	0.45	0.58	0.70	0.16	0.40
.	.	Denovo	ENSG00000105357	MYH14	79784	19q13.33	0.999847921380196	1	0.0554199283009781	0.012	.	.	.	.	.	.	.	.	0	0	7	0	0	0.03	4.60E-03	4.60E-03	URLoFpExt0.1	20	11	11	6	1	0	0.58	9	0.51	7	0.44	6	0.54	10	0.71	9	0.84	0.8857055	20	10	0.56	16	8	0.50	44	0.35	0.53	0.67	0.15	0.35	33	0.32	0.45	0.61	0.14	0.25	20	0.45	0.58	0.71	0.16	.	38	0.50	0.68	0.76	0.18	0.56	32	0.47	0.64	0.74	0.17	0.50	16	0.50	0.52	0.66	0.15	.	59	0.45	0.58	0.70	0.16	0.40
.	.	TDT	ENSG00000134982	APC	324	5q22.2	0.999999927739402	0	0.846141480045262	0.222	.	.	.	.	.	.	.	.	0	0	1	0	1	1.00	0.96	0.96	AllLoFpExt0.1	10	5	5	1	1	0	0.62	5	0.28	5	0.32	4	0.36	5	0.35	5	0.47	0.6899762	10	5	0.28	10	5	0.31	37	0.29	0.50	0.67	0.89	0.48	34	0.33	0.59	0.73	0.92	0.60	14	0.31	0.48	0.66	0.88	.	18	0.24	0.35	0.55	0.80	0.29	16	0.24	0.36	0.56	0.81	0.30	8	0.25	0.36	0.56	0.81	.	54	0.41	0.76	0.82	0.96	0.81
.	.	TDT	ENSG00000134982	APC	324	5q22.2	0.999999927739402	0	0.846141480045262	0.222	.	.	.	.	.	.	.	.	0	0	1	0	1	1.00	0.96	0.96	RareLoFpExt0.1	10	5	5	1	1	0	0.62	5	0.28	5	0.32	4	0.36	5	0.35	5	0.47	0.6899762	10	5	0.28	10	5	0.31	37	0.29	0.50	0.67	0.89	0.48	34	0.33	0.59	0.73	0.92	0.60	14	0.31	0.48	0.66	0.88	.	18	0.24	0.35	0.55	0.80	0.29	16	0.24	0.36	0.56	0.81	0.30	8	0.25	0.36	0.56	0.81	.	54	0.41	0.76	0.82	0.96	0.81
.	.	TDT	ENSG00000134982	APC	324	5q22.2	0.999999927739402	0	0.846141480045262	0.222	.	.	.	.	.	.	.	.	0	0	1	0	1	1.00	0.96	0.96	URLoFpExt0.1	10	5	5	1	1	0	0.62	5	0.28	5	0.32	4	0.36	5	0.35	5	0.47	0.6899762	10	5	0.28	10	5	0.31	37	0.29	0.50	0.67	0.89	0.48	34	0.33	0.59	0.73	0.92	0.60	14	0.31	0.48	0.66	0.88	.	18	0.24	0.35	0.55	0.80	0.29	16	0.24	0.36	0.56	0.81	0.30	8	0.25	0.36	0.56	0.81	.	54	0.41	0.76	0.82	0.96	0.81
.	.	TDT	ENSG00000116254	CHD5	26038	1p36.31	0.999999995117076	0	0.589035438726498	0.704	.	.	.	.	.	.	.	.	1	1	4	0	0	0.05	0.27	0.05	AllLoFpExt0.1	8	4	4	0	1	0	0.64	5	0.28	4	0.25	3	0.27	4	0.28	3	0.28	0.6962731	9	4	0.25	8	4	0.25	23	0.18	0.40	0.60	0.19	0.34	18	0.17	0.37	0.58	0.18	0.30	9	0.20	0.47	0.66	0.21	.	21	0.28	0.65	0.78	0.26	0.66	19	0.28	0.66	0.79	0.26	0.68	9	0.28	0.63	0.77	0.25	.	34	0.26	0.59	0.74	0.24	0.59
.	.	TDT	ENSG00000116254	CHD5	26038	1p36.31	0.999999995117076	0	0.589035438726498	0.704	.	.	.	.	.	.	.	.	1	1	4	0	0	0.05	0.27	0.05	RareLoFpExt0.1	8	4	4	0	1	0	0.64	5	0.28	4	0.25	3	0.27	4	0.28	3	0.28	0.6962731	9	4	0.25	8	4	0.25	23	0.18	0.40	0.60	0.19	0.34	18	0.17	0.37	0.58	0.18	0.30	9	0.20	0.47	0.66	0.21	.	21	0.28	0.65	0.78	0.26	0.66	19	0.28	0.66	0.79	0.26	0.68	9	0.28	0.63	0.77	0.25	.	34	0.26	0.59	0.74	0.24	0.59
.	.	TDT	ENSG00000116254	CHD5	26038	1p36.31	0.999999995117076	0	0.589035438726498	0.704	.	.	.	.	.	.	.	.	1	1	4	0	0	0.05	0.27	0.05	URLoFpExt0.1	8	4	4	0	1	0	0.64	5	0.28	4	0.25	3	0.27	4	0.28	3	0.28	0.6962731	9	4	0.25	8	4	0.25	23	0.18	0.40	0.60	0.19	0.34	18	0.17	0.37	0.58	0.18	0.30	9	0.20	0.47	0.66	0.21	.	21	0.28	0.65	0.78	0.26	0.66	19	0.28	0.66	0.79	0.26	0.68	9	0.28	0.63	0.77	0.25	.	34	0.26	0.59	0.74	0.24	0.59
.	.	TDT	ENSG00000088325	TPX2	22974	20q11.21	0.992124193249196	0	0.109134202229056	0.026	.	.	.	.	.	.	.	.	0	0	0	0	0	1.00	0.45	0.45	AllLoFpExt0.1	6	3	3	2	0	0	0.66	6	0.34	5	0.32	4	0.36	3	0.21	3	0.28	0.4262737	9	3	0.25	8	3	0.25	15	0.12	0.07	0.20	0.42	0.09	12	0.12	0.07	0.19	0.42	0.09	5	0.11	0.09	0.23	0.47	.	9	0.12	0.07	0.18	0.40	0.08	8	0.12	0.07	0.19	0.41	0.09	3	0.09	0.07	0.19	0.40	.	17	0.13	0.07	0.18	0.40	0.08
.	.	TDT	ENSG00000088325	TPX2	22974	20q11.21	0.992124193249196	0	0.109134202229056	0.026	.	.	.	.	.	.	.	.	0	0	0	0	0	1.00	0.45	0.45	RareLoFpExt0.1	6	3	3	2	0	0	0.66	6	0.34	5	0.32	4	0.36	3	0.21	3	0.28	0.4262737	9	3	0.25	8	3	0.25	15	0.12	0.07	0.20	0.42	0.09	12	0.12	0.07	0.19	0.42	0.09	5	0.11	0.09	0.23	0.47	.	9	0.12	0.07	0.18	0.40	0.08	8	0.12	0.07	0.19	0.41	0.09	3	0.09	0.07	0.19	0.40	.	17	0.13	0.07	0.18	0.40	0.08
.	.	TDT	ENSG00000088325	TPX2	22974	20q11.21	0.992124193249196	0	0.109134202229056	0.026	.	.	.	.	.	.	.	.	0	0	0	0	0	1.00	0.45	0.45	URLoFpExt0.1	6	3	3	2	0	0	0.66	6	0.34	5	0.32	4	0.36	3	0.21	3	0.28	0.4262737	9	3	0.25	8	3	0.25	15	0.12	0.07	0.20	0.42	0.09	12	0.12	0.07	0.19	0.42	0.09	5	0.11	0.09	0.23	0.47	.	9	0.12	0.07	0.18	0.40	0.08	8	0.12	0.07	0.19	0.41	0.09	3	0.09	0.07	0.19	0.40	.	17	0.13	0.07	0.18	0.40	0.08
.	.	TDT	ENSG00000116991	SIPA1L2	57568	1q42.2	0.999219705697118	1	0.50589458525407	0.062	.	.	.	.	.	.	.	.	1	1	2	0	0	0.08	0.30	0.08	AllLoFpExt0.1	6	3	3	0	2	0	0.66	5	0.28	5	0.32	3	0.27	3	0.21	2	0.19	0.4262737	9	3	0.25	8	3	0.25	23	0.18	0.21	0.41	0.17	0.31	21	0.20	0.27	0.49	0.20	0.40	5	0.11	0.21	0.41	0.17	.	15	0.20	0.25	0.47	0.20	0.37	14	0.21	0.29	0.51	0.21	0.42	3	0.09	0.18	0.37	0.16	.	23	0.17	0.17	0.36	0.15	0.25
.	.	TDT	ENSG00000116991	SIPA1L2	57568	1q42.2	0.999219705697118	1	0.50589458525407	0.062	.	.	.	.	.	.	.	.	1	1	2	0	0	0.08	0.30	0.08	RareLoFpExt0.1	6	3	3	0	2	0	0.66	5	0.28	5	0.32	3	0.27	3	0.21	2	0.19	0.4262737	9	3	0.25	8	3	0.25	23	0.18	0.21	0.41	0.17	0.31	21	0.20	0.27	0.49	0.20	0.40	5	0.11	0.21	0.41	0.17	.	15	0.20	0.25	0.47	0.20	0.37	14	0.21	0.29	0.51	0.21	0.42	3	0.09	0.18	0.37	0.16	.	23	0.17	0.17	0.36	0.15	0.25
.	.	TDT	ENSG00000116991	SIPA1L2	57568	1q42.2	0.999219705697118	1	0.50589458525407	0.062	.	.	.	.	.	.	.	.	1	1	2	0	0	0.08	0.30	0.08	URLoFpExt0.1	6	3	3	0	2	0	0.66	5	0.28	5	0.32	3	0.27	3	0.21	2	0.19	0.4262737	9	3	0.25	8	3	0.25	23	0.18	0.21	0.41	0.17	0.31	21	0.20	0.27	0.49	0.20	0.40	5	0.11	0.21	0.41	0.17	.	15	0.20	0.25	0.47	0.20	0.37	14	0.21	0.29	0.51	0.21	0.42	3	0.09	0.18	0.37	0.16	.	23	0.17	0.17	0.36	0.15	0.25
.	.	TDT	ENSG00000115419	GLS	2744	2q32.2	0.999302599696976	1	0.631465149426903	0.488	.	.	.	.	.	.	.	.	1	1	1	0	0	0.03	0.05	0.03	AllLoFpExt0.1	5	3	3	0	2	0	0.66	7	0.40	7	0.44	6	0.54	2	0.14	2	0.19	0.1207239	11	3	0.31	11	3	0.34	17	0.14	0.03	0.09	0.02	0.04	14	0.13	0.03	0.09	0.02	0.04	9	0.20	0.09	0.23	0.05	.	13	0.17	0.04	0.11	0.02	0.06	11	0.16	0.03	0.11	0.02	0.05	4	0.13	0.02	0.07	0.02	.	21	0.16	0.02	0.07	0.02	0.03
.	.	TDT	ENSG00000115419	GLS	2744	2q32.2	0.999302599696976	1	0.631465149426903	0.488	.	.	.	.	.	.	.	.	1	1	1	0	0	0.03	0.05	0.03	RareLoFpExt0.1	5	3	3	0	2	0	0.66	7	0.40	7	0.44	6	0.54	2	0.14	2	0.19	0.1207239	11	3	0.31	11	3	0.34	17	0.14	0.03	0.09	0.02	0.04	14	0.13	0.03	0.09	0.02	0.04	9	0.20	0.09	0.23	0.05	.	13	0.17	0.04	0.11	0.02	0.06	11	0.16	0.03	0.11	0.02	0.05	4	0.13	0.02	0.07	0.02	.	21	0.16	0.02	0.07	0.02	0.03
.	.	TDT	ENSG00000115419	GLS	2744	2q32.2	0.999302599696976	1	0.631465149426903	0.488	.	.	.	.	.	.	.	.	1	1	1	0	0	0.03	0.05	0.03	URLoFpExt0.1	5	3	3	0	2	0	0.66	7	0.40	7	0.44	6	0.54	2	0.14	2	0.19	0.1207239	11	3	0.31	11	3	0.34	17	0.14	0.03	0.09	0.02	0.04	14	0.13	0.03	0.09	0.02	0.04	9	0.20	0.09	0.23	0.05	.	13	0.17	0.04	0.11	0.02	0.06	11	0.16	0.03	0.11	0.02	0.05	4	0.13	0.02	0.07	0.02	.	21	0.16	0.02	0.07	0.02	0.03
.	.	TDT	ENSG00000173611	SCAI	286205	9q33.3	0.999445289317284	0	0.703575966433547	0.194	.	.	.	.	.	.	.	.	0	0	0	0	1	1.00	1.00	1.00	AllLoFpExt0.1	4	2	2	0	1	0	0.69	2	0.11	1	0.06	1	0.09	2	0.14	2	0.19	0.8949123	4	2	0.11	2	2	0.06	4	0.03	0.44	0.67	0.88	0.35	2	0.02	0.34	0.58	0.82	0.23	0	0.00	0.20	0.41	0.68	.	6	0.08	0.69	0.83	0.96	0.69	6	0.09	0.73	0.85	0.97	0.74	1	0.03	0.41	0.64	0.87	.	10	0.08	0.67	0.82	0.96	0.65
.	.	TDT	ENSG00000173611	SCAI	286205	9q33.3	0.999445289317284	0	0.703575966433547	0.194	.	.	.	.	.	.	.	.	0	0	0	0	1	1.00	1.00	1.00	RareLoFpExt0.1	4	2	2	0	1	0	0.69	2	0.11	1	0.06	1	0.09	2	0.14	2	0.19	0.8949123	4	2	0.11	2	2	0.06	4	0.03	0.44	0.67	0.88	0.35	2	0.02	0.34	0.58	0.82	0.23	0	0.00	0.20	0.41	0.68	.	6	0.08	0.69	0.83	0.96	0.69	6	0.09	0.73	0.85	0.97	0.74	1	0.03	0.41	0.64	0.87	.	10	0.08	0.67	0.82	0.96	0.65
.	.	TDT	ENSG00000173611	SCAI	286205	9q33.3	0.999445289317284	0	0.703575966433547	0.194	.	.	.	.	.	.	.	.	0	0	0	0	1	1.00	1.00	1.00	URLoFpExt0.1	4	2	2	0	1	0	0.69	2	0.11	1	0.06	1	0.09	2	0.14	2	0.19	0.8949123	4	2	0.11	2	2	0.06	4	0.03	0.44	0.67	0.88	0.35	2	0.02	0.34	0.58	0.82	0.23	0	0.00	0.20	0.41	0.68	.	6	0.08	0.69	0.83	0.96	0.69	6	0.09	0.73	0.85	0.97	0.74	1	0.03	0.41	0.64	0.87	.	10	0.08	0.67	0.82	0.96	0.65
.	.	TDT	ENSG00000097033	SH3GLB1	51100	1p22.3	0.730421396838354	0	0.584850236020448	0	.	.	.	.	.	.	.	.	1	1	0	0	0	0.07	1.00	0.07	AllLoFpExt0.1	4	2	2	0	1	0	0.69	3	0.17	3	0.19	2	0.18	1	0.07	0	0.00	0.355787	6	2	0.17	6	2	0.19	5	0.04	0.06	0.18	0.07	0.02	4	0.04	0.07	0.19	0.07	0.02	2	0.04	0.20	0.41	0.16	.	6	0.08	0.19	0.39	0.15	0.11	5	0.07	0.18	0.38	0.15	0.10	2	0.06	0.27	0.50	0.19	.	7	0.05	0.08	0.21	0.08	0.03
.	.	TDT	ENSG00000097033	SH3GLB1	51100	1p22.3	0.730421396838354	0	0.584850236020448	0	.	.	.	.	.	.	.	.	1	1	0	0	0	0.07	1.00	0.07	RareLoFpExt0.1	4	2	2	0	1	0	0.69	3	0.17	3	0.19	2	0.18	1	0.07	0	0.00	0.355787	6	2	0.17	6	2	0.19	5	0.04	0.06	0.18	0.07	0.02	4	0.04	0.07	0.19	0.07	0.02	2	0.04	0.20	0.41	0.16	.	6	0.08	0.19	0.39	0.15	0.11	5	0.07	0.18	0.38	0.15	0.10	2	0.06	0.27	0.50	0.19	.	7	0.05	0.08	0.21	0.08	0.03
.	.	TDT	ENSG00000097033	SH3GLB1	51100	1p22.3	0.730421396838354	0	0.584850236020448	0	.	.	.	.	.	.	.	.	1	1	0	0	0	0.07	1.00	0.07	URLoFpExt0.1	4	2	2	0	1	0	0.69	3	0.17	3	0.19	2	0.18	1	0.07	0	0.00	0.355787	6	2	0.17	6	2	0.19	5	0.04	0.06	0.18	0.07	0.02	4	0.04	0.07	0.19	0.07	0.02	2	0.04	0.20	0.41	0.16	.	6	0.08	0.19	0.39	0.15	0.11	5	0.07	0.18	0.38	0.15	0.10	2	0.06	0.27	0.50	0.19	.	7	0.05	0.08	0.21	0.08	0.03
.	.	TDT	ENSG00000125772	GPCPD1	56261	20p12.3	0.125571598748616	1	0.450194274139161	0.246	.	.	.	.	.	.	.	.	0	0	1	0	0	0.11	0.24	0.11	AllLoFpExt0.1	4	2	2	1	0	0	0.69	0	0.00	0	0.00	0	0.00	2	0.14	2	0.19	1	2	2	0.06	2	2	0.06	20	0.16	1.00	0.95	0.52	0.96	19	0.18	1.00	0.95	0.52	0.97	5	0.11	1.00	0.95	0.52	.	11	0.14	1.00	0.95	0.52	0.92	11	0.16	1.00	0.95	0.52	0.94	1	0.03	1.00	0.95	0.52	.	17	0.13	1.00	0.95	0.52	0.89
.	.	TDT	ENSG00000125772	GPCPD1	56261	20p12.3	0.125571598748616	1	0.450194274139161	0.246	.	.	.	.	.	.	.	.	0	0	1	0	0	0.11	0.24	0.11	RareLoFpExt0.1	4	2	2	1	0	0	0.69	0	0.00	0	0.00	0	0.00	2	0.14	2	0.19	1	2	2	0.06	2	2	0.06	20	0.16	1.00	0.95	0.52	0.96	19	0.18	1.00	0.95	0.52	0.97	5	0.11	1.00	0.95	0.52	.	11	0.14	1.00	0.95	0.52	0.92	11	0.16	1.00	0.95	0.52	0.94	1	0.03	1.00	0.95	0.52	.	17	0.13	1.00	0.95	0.52	0.89
.	.	TDT	ENSG00000125772	GPCPD1	56261	20p12.3	0.125571598748616	1	0.450194274139161	0.246	.	.	.	.	.	.	.	.	0	0	1	0	0	0.11	0.24	0.11	URLoFpExt0.1	4	2	2	1	0	0	0.69	0	0.00	0	0.00	0	0.00	2	0.14	2	0.19	1	2	2	0.06	2	2	0.06	20	0.16	1.00	0.95	0.52	0.96	19	0.18	1.00	0.95	0.52	0.97	5	0.11	1.00	0.95	0.52	.	11	0.14	1.00	0.95	0.52	0.92	11	0.16	1.00	0.95	0.52	0.94	1	0.03	1.00	0.95	0.52	.	17	0.13	1.00	0.95	0.52	0.89
.	.	Denovo	ENSG00000136158	SPRY2	10253	13q31.1	0.930516838339553	1	0.259915008074117	0.072	.	.	.	.	.	.	.	.	2	1	0	0	0	8.70E-04	0.38	8.70E-04	AllLoFpExt0.1	2	1	1	0	1	0	0.75	1	0.06	1	0.06	1	0.09	1	0.07	0	0.00	0.7773097	3	1	0.08	3	1	0.09	1	0.01	0.21	0.45	6.81E-03	0.03	1	0.01	0.25	0.50	7.71E-03	0.04	0	0.00	0.20	0.43	6.46E-03	.	4	0.05	0.61	0.82	0.02	0.34	4	0.06	0.65	0.84	0.02	0.40	1	0.03	0.45	0.70	0.01	.	5	0.04	0.49	0.74	0.01	0.19
.	.	Denovo	ENSG00000136158	SPRY2	10253	13q31.1	0.930516838339553	1	0.259915008074117	0.072	.	.	.	.	.	.	.	.	2	1	0	0	0	8.70E-04	0.38	8.70E-04	RareLoFpExt0.1	2	1	1	0	1	0	0.75	1	0.06	1	0.06	1	0.09	1	0.07	0	0.00	0.7773097	3	1	0.08	3	1	0.09	1	0.01	0.21	0.45	6.81E-03	0.03	1	0.01	0.25	0.50	7.71E-03	0.04	0	0.00	0.20	0.43	6.46E-03	.	4	0.05	0.61	0.82	0.02	0.34	4	0.06	0.65	0.84	0.02	0.40	1	0.03	0.45	0.70	0.01	.	5	0.04	0.49	0.74	0.01	0.19
.	.	Denovo	ENSG00000136158	SPRY2	10253	13q31.1	0.930516838339553	1	0.259915008074117	0.072	.	.	.	.	.	.	.	.	2	1	0	0	0	8.70E-04	0.38	8.70E-04	URLoFpExt0.1	2	1	1	0	1	0	0.75	1	0.06	1	0.06	1	0.09	1	0.07	0	0.00	0.7773097	3	1	0.08	3	1	0.09	1	0.01	0.21	0.45	6.81E-03	0.03	1	0.01	0.25	0.50	7.71E-03	0.04	0	0.00	0.20	0.43	6.46E-03	.	4	0.05	0.61	0.82	0.02	0.34	4	0.06	0.65	0.84	0.02	0.40	1	0.03	0.45	0.70	0.01	.	5	0.04	0.49	0.74	0.01	0.19
.	.	Denovo	ENSG00000135686	KLHL36	79786	16q24.1	0.939925902191205	1	0.0856974060626244	0.024	.	.	.	.	.	.	.	.	0	0	2	0	0	0.05	5.15E-04	5.15E-04	AllLoFpExt0.1	2	1	1	0	0	0	0.75	2	0.11	2	0.13	2	0.18	0	0.00	0	0.00	0.2788888	3	1	0.08	3	1	0.09	15	0.12	0.62	0.82	0.27	0.78	13	0.12	0.64	0.83	0.28	0.80	5	0.11	0.45	0.70	0.23	.	8	0.11	0.53	0.77	0.25	0.68	7	0.10	0.53	0.77	0.25	0.67	2	0.06	0.27	0.53	0.16	.	13	0.10	0.49	0.73	0.24	0.63
.	.	Denovo	ENSG00000135686	KLHL36	79786	16q24.1	0.939925902191205	1	0.0856974060626244	0.024	.	.	.	.	.	.	.	.	0	0	2	0	0	0.05	5.15E-04	5.15E-04	RareLoFpExt0.1	2	1	1	0	0	0	0.75	2	0.11	2	0.13	2	0.18	0	0.00	0	0.00	0.2788888	3	1	0.08	3	1	0.09	15	0.12	0.62	0.82	0.27	0.78	13	0.12	0.64	0.83	0.28	0.80	5	0.11	0.45	0.70	0.23	.	8	0.11	0.53	0.77	0.25	0.68	7	0.10	0.53	0.77	0.25	0.67	2	0.06	0.27	0.53	0.16	.	13	0.10	0.49	0.73	0.24	0.63
.	.	Denovo	ENSG00000135686	KLHL36	79786	16q24.1	0.939925902191205	1	0.0856974060626244	0.024	.	.	.	.	.	.	.	.	0	0	2	0	0	0.05	5.15E-04	5.15E-04	URLoFpExt0.1	2	1	1	0	0	0	0.75	2	0.11	2	0.13	2	0.18	0	0.00	0	0.00	0.2788888	3	1	0.08	3	1	0.09	15	0.12	0.62	0.82	0.27	0.78	13	0.12	0.64	0.83	0.28	0.80	5	0.11	0.45	0.70	0.23	.	8	0.11	0.53	0.77	0.25	0.68	7	0.10	0.53	0.77	0.25	0.67	2	0.06	0.27	0.53	0.16	.	13	0.10	0.49	0.73	0.24	0.63
.	x	Denovo	ENSG00000075043	KCNQ2	3785	20q13.33	0.99935609863785	0	0.220945346547973	0.884	.	x	Rare Single Gene Mutation, Syndromic, Genetic Association	2	confirmed	monoallelic	loss of function	Musculature,Brain/Cognition	3	1	2	0	0	1.41E-03	0.21	1.41E-03	AllLoFpExt0.1	1	2	2	0	0	0	0.69	2	0.11	2	0.13	1	0.09	0	0.00	0	0.00	0.2788888	5	2	0.14	3	0	0.09	5	0.04	0.22	0.44	9.61E-03	0.26	4	0.04	0.22	0.44	9.69E-03	0.27	3	0.07	0.63	0.80	0.02	.	4	0.05	0.26	0.49	0.01	0.33	4	0.06	0.31	0.54	0.01	0.38	3	0.09	0.68	0.83	0.02	.	4	0.03	0.12	0.29	5.98E-03	0.13
